'0.516Parks/Picnic Spots+0.488Juice Bars+0.486Resorts+0.404Museums+0.226Restaurants...','0.627Theaters+0.504Beaches-0.314Juice Bars+0.283Museums-0.259Art Galleries...','-0.63Dance Clubs+0.568Art Galleries+0.466Beaches+0.157Resorts+0.112Parks/Picnic Spots...','0.721Restaurants+0.503Art Galleries-0.331Juice Bars+0.183Dance Clubs-0.168Parks/Picnic Spots...','-0.595Museums+0.514Theaters+0.42 Parks/Picnic Spots-0.33Resorts+0.233Juice Bars...','-0.576Restaurants+0.482Art Galleries-0.433Beaches+0.399Theaters+0.263Dance Clubs...','-0.643Dance Clubs-0.532Beaches+0.388Theaters-0.27Art Galleries+0.204Museums...','0.724Resorts-0.569Museums-0.244Juice Bars-0.214Art Galleries-0.118Restaurants...',Good
2.617117,-1.834378,0.584433,-0.367515,1.441311,-1.621023,0.029896,-0.323868,0
-0.492629,1.06036,1.149949,0.908323,0.046885,-0.122598,-0.629487,0.832547,0
0.87011,0.348752,-0.670699,-0.472584,1.076867,0.030873,-0.309592,0.600344,0
-0.053336,0.571945,-0.66278,-0.251345,0.025202,-0.044939,0.849421,-0.132935,0
-0.146278,-0.4548,-1.319665,-0.628708,0.369864,0.568137,1.770098,-0.391555,0
-0.040931,-1.638573,-0.601384,0.11771,-0.873874,0.360503,-0.688881,0.181354,1
1.940952,0.820856,-0.616681,0.311046,-1.680887,0.386686,-0.579081,0.315371,0
0.067384,0.650752,0.042781,0.343992,-0.935865,-0.49349,0.976636,-0.087656,0
2.134831,-0.661468,-2.289535,0.230982,-0.649,1.529276,-1.089148,-0.174852,0
0.165541,-0.791283,3.24002,2.037564,-0.729844,0.844766,0.203482,0.60329,0
0.654404,-0.364861,-0.83386,-0.025444,-0.357561,0.057538,0.320412,0.0224,0
-0.994474,-0.270875,-0.841516,-0.247828,-0.310075,-0.429186,0.075027,0.389575,0
-1.210624,-0.658172,-1.278069,-0.914245,-0.260647,-0.440265,-0.084945,0.161417,0
0.116301,-0.42187,-0.265184,0.802429,0.017338,0.10626,-0.678345,0.331615,0
-0.813216,-0.04812,0.182166,-0.038095,-1.268852,0.399592,-0.715065,-0.45611,1
-0.670317,-0.144903,-0.9684,-0.585462,-0.141627,0.072668,0.977695,0.417746,0
-0.395824,-2.077972,0.052525,-0.587515,-0.471433,-0.39572,0.375665,-0.112318,0
1.630058,1.281158,-0.173575,0.063799,-1.332851,0.455027,-0.030941,0.20999,0
1.223269,0.416094,-0.442655,0.0662,-0.164569,0.900815,0.487858,-0.829642,0
1.122226,1.033403,-0.101782,-1.110398,-1.307064,-1.728934,-0.11522,-0.482451,0
-1.143416,1.89276,-1.504308,-0.133296,0.602433,1.652573,1.458754,0.53471,1
0.649133,2.088064,1.217596,0.191605,-0.085423,-0.172839,0.716886,1.058439,0
0.92647,-0.011092,0.782504,0.091225,0.825454,-0.346266,-1.715406,-0.164258,0
0.874635,-0.022783,-0.331504,-1.084928,-1.148458,-0.968909,0.459568,-0.608747,0
-0.282934,-0.248516,-0.053503,-0.102336,-0.407215,0.456171,-0.224791,0.433849,1
-1.591331,0.497152,0.80801,-0.215487,1.300058,0.166577,-0.700448,-0.652896,1
-1.16787,1.393478,0.036685,-0.395434,-1.031272,0.228728,0.168354,0.15363,1
-1.118721,0.267189,-0.086736,-0.078629,0.199963,-0.010961,0.587874,0.039189,0
-0.491966,-0.27031,-1.564535,0.346091,-1.616915,0.690196,-0.415429,-0.197129,1
-1.054655,0.857885,-0.387629,-0.021535,1.713295,0.828977,1.671279,1.399742,0
-1.158207,2.538151,0.578854,0.613804,0.040522,0.029412,0.012945,-0.26056,1
-0.625396,1.666013,-1.796967,0.835487,-0.56245,1.251731,-2.428939,0.101317,1
0.435786,-0.119527,0.992478,0.695024,-1.979092,-0.056938,1.42724,0.283003,0
1.939406,0.922771,1.324758,-0.717582,-0.087187,-1.406545,-0.87667,-0.174267,0
0.491128,1.027337,0.264248,0.049244,-0.148876,0.257757,0.557822,-0.120919,0
1.139828,0.493792,-0.327369,-0.158708,-0.821742,0.255643,0.171383,0.2716,0
0.031675,0.115806,1.187915,-0.126192,-0.782112,0.236296,-0.356233,-0.223708,1
-0.238387,0.185685,-1.070223,0.427549,-0.451941,0.14137,0.117965,0.570296,0
-1.338484,0.011298,-1.053458,-0.066175,0.427147,-0.584791,-0.353424,-0.052264,0
-0.560992,-0.62917,-1.442303,0.413887,-0.095447,-0.026249,0.249251,1.325356,0
-1.023409,-0.35871,-0.152742,0.532498,0.443896,1.091536,-0.077384,1.118455,0
-0.275561,0.436447,0.510463,-0.465944,0.628032,1.22886,0.695631,-0.351928,1
-0.079479,1.564428,0.350047,0.057689,-0.800547,-0.427755,-1.032977,-0.286346,0
-2.194457,-0.836842,1.803933,1.674926,0.672321,2.511759,-0.063058,-1.187458,1
2.304812,-0.137863,-0.098517,0.00182,-0.620861,0.71917,-1.186738,-0.971117,0
-1.245924,-1.919146,-1.136664,-0.118502,0.709249,1.188958,-0.632838,0.102643,1
-0.271942,-0.754737,-0.498027,-1.004729,0.28749,-0.407092,0.54383,-0.063714,0
-2.302544,-0.492474,-0.341793,0.641942,1.235203,1.988849,1.658538,-0.32643,1
0.01589,0.783547,-0.858725,0.841612,0.249752,0.466054,-0.000349,-0.274118,0
-0.752173,0.081693,-0.330502,-0.375275,0.867222,0.001576,0.326623,0.319646,0
-0.773873,-1.527832,-0.24547,-1.142165,-0.786737,-0.207387,-0.3402,0.087156,0
-1.299067,0.024335,-0.305335,0.335698,0.550572,-0.206528,-1.049538,0.777743,0
1.141025,-0.967555,0.70817,-1.595698,0.725323,-0.839792,0.539767,-0.801809,0
-0.413438,1.4035,0.267534,-0.573023,0.876328,0.028609,0.980001,0.324933,0
2.390752,-0.755263,-0.781765,-1.376466,1.75153,-0.243196,-1.261142,-0.59289,0
-0.618321,0.3342,0.216314,-0.858598,1.059775,-0.491599,-0.314286,-0.158102,0
0.284745,2.289398,0.967207,0.287746,-0.404624,0.359269,0.613445,0.139518,0
-1.92834,-1.498387,3.110963,0.903059,-0.160649,0.064719,-0.528566,-1.010857,0
-1.508373,-0.952068,-1.926117,0.612759,0.609024,-0.385879,-0.710759,-0.125674,0
-2.092715,0.409103,0.318537,0.450563,-0.158917,-0.021845,-0.310536,-0.546524,1
-0.257112,-0.047111,0.526635,0.484157,0.118363,-0.359005,0.205892,0.52878,1
0.366913,0.446625,-1.735166,1.070731,-0.703705,-1.962057,-0.444813,0.468776,0
-0.264738,0.416054,1.063785,-0.313772,-0.75851,-0.382315,-0.697678,0.004587,1
-1.051304,0.271009,0.92232,-0.389326,0.739291,-0.082663,-0.247701,-0.160696,0
-0.963186,0.553161,0.374001,-0.152853,0.329106,-0.37359,0.417707,1.407028,0
-1.023292,0.594196,-0.188084,0.059491,0.333731,-0.223114,0.43586,-0.208719,0
-2.308153,2.525103,0.628828,-0.622174,2.295971,-1.385219,-1.171195,-0.326191,0
1.502216,0.537463,0.039615,-0.376776,-1.664698,0.491758,0.927921,0.059883,0
0.45172,-0.37211,0.483517,0.76049,0.009908,0.642182,-0.338015,-0.280977,0
-0.450008,-2.262855,0.528477,-0.115403,0.012551,0.888745,-0.071397,-1.02676,1
3.890229,0.370013,1.201283,-0.455026,0.499314,1.082804,1.395805,-0.231168,0
-0.37221,0.85031,0.667167,0.487593,0.637807,0.785684,0.152038,2.34155,0
0.097448,0.47344,-0.460752,-0.363008,-1.342896,-0.36029,0.89335,0.34967,0
-1.629349,-0.009519,1.479744,0.929289,0.531354,-0.313225,-1.640254,0.20692,1
1.125575,-0.03806,1.142666,0.042539,0.439345,-0.241237,0.017655,0.729368,0
-3.040288,-0.628323,0.9196,-0.442033,-0.152825,-0.653309,0.092483,0.207592,1
1.351775,-2.013018,-0.906843,-1.10636,0.996735,-0.286517,1.134889,0.443008,0
1.507394,-0.299225,-0.139473,-0.314226,0.684687,0.023537,0.684993,-0.820623,0
-2.289746,-0.13691,2.036274,1.327765,-1.258712,1.345238,0.575435,-0.48514,1
-1.401746,1.50497,-0.790121,0.596341,-1.31091,1.583525,0.936273,-0.205971,1
-0.460483,1.146111,-0.794462,-0.872086,-0.412436,-0.390411,1.093054,0.387906,0
-2.000059,0.372027,0.288464,-0.4754,-0.900738,-0.419966,0.077179,-0.249068,0
-0.576716,-1.581249,-0.59775,-1.002409,0.112316,0.239544,0.73653,0.305847,1
2.111098,-0.832048,1.74675,-0.518377,-0.750496,0.88369,0.940489,-0.199718,0
-1.116892,0.514599,-0.118996,-1.181645,0.6606,-0.503693,-0.866303,-0.228203,1
0.701006,0.267088,-1.186794,4.545957,0.855897,-1.294476,-0.201348,-0.757583,0
3.258735,0.609563,1.27379,-0.20784,-0.41958,0.284511,0.080698,0.036555,0
-0.393105,0.429609,0.175483,0.881161,0.230727,0.577875,-0.421975,0.645554,0
2.071055,-1.663454,0.3261,-1.566684,1.437366,-0.577925,0.675477,-0.484729,0
-1.358174,0.501831,0.717237,0.058679,0.508777,0.357226,0.054727,-0.072093,0
-0.977738,-0.894522,0.674869,-0.672469,-0.483232,-1.048022,-0.446429,0.592036,0
-2.016029,-1.098945,-1.540345,0.198442,1.106389,0.844442,-1.216782,-0.136412,0
-0.714451,-0.039933,-0.057104,0.148186,0.007769,1.26325,0.396225,1.38472,0
-1.513536,0.711097,0.71303,-0.17806,0.889013,-0.433371,0.601466,0.227133,0
-0.542832,-2.627266,-0.810203,-0.659271,0.156525,0.003051,1.279914,-0.422792,0
-1.466545,-0.877058,0.431491,-0.722404,-1.552527,0.079181,-0.545382,-0.727495,1
-0.102476,-0.381271,-0.949015,-1.2882,-0.526014,-0.222997,0.066027,-0.504483,1
1.48487,-0.683187,0.322378,-0.835997,0.253673,0.569489,-0.237248,0.642246,0
-0.012635,-0.040145,-1.608876,0.699489,0.006702,0.958355,-0.239297,0.867618,0
-1.618228,-0.496797,-1.057988,-0.696746,0.368293,-0.513147,0.063957,0.587442,0
-2.757236,-0.096928,-0.975916,-0.516021,-0.013267,-0.774946,-0.936113,-0.089501,1
2.452719,0.51367,0.048858,-0.705113,-0.694894,0.213373,0.769563,0.208581,0
-1.899262,-0.281386,-1.325332,-0.571155,-1.000691,0.071261,-0.116901,0.147861,1
-0.965462,-0.946678,-0.400767,0.058259,0.000093,0.2096,0.363862,0.330317,0
1.686462,0.053788,1.209171,-0.137766,-2.533154,0.101035,0.992938,0.391951,0
0.817746,-0.457534,0.912725,-0.906563,-0.791226,-0.315518,0.355793,-0.504888,0
0.441668,1.036553,0.346879,0.218237,-1.228675,-0.358231,0.634989,0.670591,0
-1.126786,-2.392218,0.372966,-0.04161,0.557297,0.362506,-0.438326,-0.051088,1
1.701454,-0.542327,-0.689424,-0.141194,1.001649,1.029778,-1.450992,-1.361381,0
-1.966384,0.269973,-0.142699,0.453491,-0.125775,0.155121,-0.061469,0.30749,1
2.723348,0.15199,0.160953,-0.627938,-0.394291,-0.345348,0.575309,1.13613,0
-1.157077,0.0908,-1.269602,0.479063,-1.120363,1.160969,-0.407645,-0.732549,1
0.782729,-0.288959,-2.173221,3.761301,-0.154433,-2.303799,-0.301895,-1.396438,0
0.166479,-0.471271,-0.272733,-0.988994,-0.815374,-0.460148,0.172457,-0.413081,0
-0.08139,0.754419,-2.669076,0.209797,0.061988,-0.299772,-2.4642,0.011253,1
1.439642,-0.480723,0.473432,-1.358505,-0.394632,-1.459289,-0.191516,-0.312185,0
-1.062709,2.385484,0.867222,-0.478127,0.646206,-1.163139,0.304313,-0.631068,0
3.034374,0.262134,0.423696,-1.447663,-0.628329,-1.863964,-0.93449,-0.89849,0
-1.07947,-1.319024,-1.702635,-0.295248,-0.37592,0.378946,-0.959476,-0.287481,1
-1.014198,-0.481135,-2.168153,-0.407124,0.082006,0.13885,-0.501512,0.928357,0
0.539248,1.520079,0.590832,-1.009798,-2.845942,-0.963412,0.810391,-0.9133,0
-0.460483,1.146111,-0.794462,-0.872086,-0.412436,-0.390411,1.093054,0.387906,0
0.964621,-0.906546,1.158893,0.789441,-1.669518,0.092472,-0.066452,-0.77802,1
-0.051239,1.26996,-0.789559,0.419319,-0.404136,-1.177188,-0.93786,0.520116,0
0.427424,-0.897033,0.519484,0.248228,-1.28488,-0.603005,0.478656,0.373845,0
-3.703228,-2.482404,2.999344,0.362678,0.807224,0.860579,-1.143767,-1.341471,1
2.071055,-1.663454,0.3261,-1.566684,1.437366,-0.577925,0.675477,-0.484729,0
2.725991,0.440104,-0.553194,0.533096,-0.57418,1.293444,-1.485579,-0.986658,0
-0.245986,0.757391,-0.823001,-0.074246,3.499711,1.155944,1.08191,-0.439266,0
-0.862624,1.033813,-1.164921,-0.147124,2.33009,1.434765,0.541954,-0.451142,1
-2.763263,1.491232,-0.460314,-0.261342,1.648841,1.274053,0.220389,-0.442715,1
-0.579744,0.263311,-0.125771,-0.786322,0.291974,-0.343679,0.209773,0.035349,0
-2.474617,-0.670722,1.808664,0.282563,1.119811,-0.090151,0.274176,-0.403604,0
5.22441,-1.150505,-0.394162,6.476665,1.842644,-2.551816,0.529422,-0.277385,0
-1.914533,-0.529492,1.029239,-0.657,-1.234127,-0.645728,0.129788,-0.477823,1
-0.460483,1.146111,-0.794462,-0.872086,-0.412436,-0.390411,1.093054,0.387906,0
0.740564,-0.33726,-0.315323,-1.015008,-1.231114,-1.076475,0.794419,-0.623008,0
-1.175637,0.644713,0.080001,-0.608276,0.097006,-0.50386,0.000891,0.251179,0
1.065209,-2.202837,-1.220264,-1.194659,0.519171,0.021784,0.543678,1.296593,0
1.488534,-0.985096,-0.573632,-0.307021,1.31692,-0.271706,0.922536,1.174486,0
-0.662945,-0.110833,-2.724747,0.281388,1.521272,1.441052,-0.259079,0.910251,0
-0.08226,1.520165,-0.74176,1.190509,-0.11686,2.109973,1.19301,-0.741464,1
-1.945993,0.365081,0.789749,-0.269549,-0.841242,-0.540817,-0.020478,-0.065655,1
1.15434,0.510283,-1.48956,3.52674,-0.223172,-1.513624,0.424416,-0.707814,0
-2.018472,-1.726614,4.295481,1.095131,0.849584,0.415106,-0.957243,-0.803598,0
1.313737,-1.095385,-1.513407,-0.02764,-1.165696,-0.136888,1.558807,-0.864332,0
0.632165,0.168193,0.944884,-0.546869,0.63776,-0.377552,0.977566,0.694276,0
1.952611,2.263826,1.490016,0.216741,0.245391,-0.203264,-0.690983,1.050014,0
-0.943456,0.445508,2.370059,1.026122,0.02045,0.345012,-0.463233,-0.112588,0
1.663827,2.940513,0.527724,-1.042931,1.360504,-0.149536,-0.416922,-0.787773,0
-1.630922,-0.064427,0.535749,0.130769,-0.934618,-0.160135,-0.604802,-0.012735,1
1.476792,-0.309515,0.629587,0.483622,0.108275,0.661885,0.064488,-0.021748,0
2.923999,-0.128736,1.275977,-0.630046,0.731043,0.591582,0.303633,-0.351309,0
0.971085,0.42139,-0.261976,0.566727,1.297788,0.883216,-0.667759,-0.03506,0
-0.747755,0.789257,-1.493213,-0.148882,1.010098,0.776523,1.604595,0.738672,0
1.200514,0.630918,-0.138581,-0.329772,-1.258408,-0.001058,-0.13949,0.135198,0
-0.545564,0.907943,-0.405661,0.05248,-2.048918,-0.199798,-0.709203,0.097154,1
-0.970208,0.190906,0.09961,-0.827272,0.764772,-1.416341,-0.807493,0.176222,0
2.108992,-1.565446,-0.520477,-0.723347,-1.344972,-0.790023,0.791675,-0.876381,0
3.295416,-0.259987,0.56587,-1.330098,0.446742,-0.817988,-1.196738,-0.134588,0
2.080509,-0.861959,-1.040012,6.641614,1.534316,-4.300261,0.50846,-0.952831,0
-2.483374,-0.382169,-0.291978,0.328677,-1.430142,0.420369,0.775944,0.055965,1
0.255894,-0.266837,-0.532145,-0.231028,0.221991,0.147012,-0.523045,0.039122,0
0.407598,2.681012,0.942899,-0.04529,-0.481193,0.079981,0.352994,-0.072618,0
-1.900472,-2.396427,-1.142786,0.620222,-0.001064,0.237235,-0.530595,-0.28216,0
-0.377424,0.055799,1.366328,-0.143427,-1.459228,-0.315251,1.460135,-0.141229,0
0.278784,-1.723438,0.177119,0.047239,-0.640444,0.145008,-0.345511,-0.227298,1
-0.085613,1.685819,0.883393,-1.22932,-0.421386,-1.823492,-1.008809,0.042643,0
1.42513,-0.305722,-1.101758,-0.858846,1.065065,-0.29466,-0.345257,-0.65791,0
1.07277,-0.083446,-0.07291,-0.008555,-1.092982,-0.672335,0.107594,0.459584,0
-1.06639,0.375466,-0.577434,0.941635,-0.334255,0.401472,0.132902,0.810068,0
